Year	Y	A	I	C	D	HE	NAS	S	GA	L	EP	TD	HH	J	ED	E	PREX	FS	AE	T	LC	SI	GS	FEM	PR	ITC	TC	SBA	VA	CR	PM	JU	NS	W	ER	NF	CS	FT	P	FR	FW	PE	GP	IC	AA	SSA	HS	FE	N	MS	SE	PRVP	CC	CSA	NMB	LR	AC	FP	NCU	IA	CAB	M	FCA	RR	NA	FAA	NC	FHL	MC	FMC	MN	LGA	H	CZ	FL	FA	ID	DC	NHA	B	FO	PA	SS	OP	CA	Z	X	FCD	FM	SB	AR	ES	U	NASA	F	DP	CNF	G	GB	II	ICA	RNB	OCM	FF	GE	UNI	AG	OAR	OUC	MB	CO	OAG	OAD	WT	WHO	PCO	PL	RP	AS	SQ	WA	RS	WY	TA	TS	GAO	FTZ	FC	RL	PAC	EC	EB	PVRP	JA	DT	JUL	VB	NMC	TF
1971	1415	1087	1383	1593	517	611	378	127	30	338	349	131	76	61	29	13	165	68	194	66	70	545	207	0	78	5	77	6	9	46	4	54	31	1	84	1	39	23	4	19	0	0	13	34	26	8	0	0	1	0	10	0	50	0	2	22	8	14	5	4	6	0	5	7	2	5	0	3	0	5	0	0	0	8	0	0	0	1	0	0	0	0	0	0	1	0	10	0	7	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1972	1608	1094	963	2186	546	596	223	144	87	429	336	130	61	132	31	12	169	51	189	72	480	51	228	5	89	3	45	7	21	31	4	52	47	1	69	7	40	17	2	13	0	0	14	47	14	4	0	0	1	0	16	0	52	0	2	20	7	15	8	2	8	0	5	3	3	6	1	3	0	4	0	0	0	9	0	0	0	2	0	0	0	0	0	0	0	0	29	0	4	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1973	2820	1120	907	2108	413	580	159	133	97	317	225	100	108	119	32	19	131	63	184	84	127	41	182	2	66	3	58	7	8	23	6	54	42	1	65	13	42	8	3	17	0	0	17	25	11	12	1	0	1	0	52	0	56	7	1	26	6	18	5	3	9	0	8	5	0	3	0	3	0	5	0	0	0	7	1	0	0	3	0	0	0	0	0	1	0	0	31	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1974	2999	1194	1044	1831	472	617	312	117	106	461	268	157	56	113	36	31	119	30	210	101	391	62	212	5	62	1	55	4	3	23	6	49	40	1	127	17	39	21	6	17	0	0	13	73	12	9	2	7	0	0	20	0	54	1	2	22	8	23	6	2	11	0	9	2	1	4	2	3	0	4	0	0	0	9	0	0	0	0	0	0	0	0	0	2	0	0	22	0	4	0	0	0	0	3	0	0	0	3	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
1975	4429	1528	891	2201	613	881	316	167	292	546	230	229	84	145	73	56	99	21	219	141	178	89	210	2	54	4	43	12	8	38	10	56	63	1	146	15	48	28	2	13	0	0	15	49	9	13	6	48	1	0	22	0	59	2	3	26	9	26	10	4	7	0	10	3	1	3	1	3	0	6	0	0	0	11	0	6	0	0	0	0	0	0	0	1	0	0	30	0	5	0	0	0	1	6	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5
1976	5088	2014	1054	2744	630	1302	541	486	316	523	788	332	307	263	80	77	163	25	233	204	192	80	226	6	69	7	47	8	27	40	11	52	67	1	355	17	73	33	9	23	0	2	30	61	27	7	3	46	0	0	18	0	54	3	5	24	21	19	14	6	11	0	87	4	2	5	1	3	0	2	0	0	0	8	0	0	0	0	0	0	0	0	0	3	0	0	22	0	2	0	0	0	1	5	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
1977	5137	2176	969	2673	716	1224	607	360	235	606	453	622	1159	266	82	238	170	22	246	181	552	64	237	7	56	5	38	25	20	128	25	57	87	1	124	26	62	25	10	16	0	0	35	67	6	6	1	49	0	0	19	0	38	12	4	18	11	147	11	4	30	0	7	4	7	0	0	9	0	3	0	0	0	6	0	1	0	2	0	0	0	0	0	0	0	0	24	0	3	0	0	0	2	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1978	5204	1930	1043	2716	653	1487	492	398	169	557	557	549	1071	265	117	527	145	18	271	186	309	62	255	22	63	10	64	11	26	46	31	75	74	1	13	20	46	43	41	17	0	0	40	48	12	6	1	18	0	0	21	0	18	14	5	15	13	5	8	2	30	0	4	5	5	0	0	5	0	5	0	0	3	7	0	0	0	0	0	0	0	0	0	0	0	0	44	0	3	0	0	0	0	7	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1979	5028	2002	1135	3021	637	1391	485	438	127	521	636	447	920	346	91	542	182	52	282	143	234	73	252	384	85	6	60	26	13	87	83	65	60	1	12	13	13	42	28	45	0	1	45	46	9	13	3	8	0	1	24	0	37	54	10	15	14	3	10	2	37	0	5	3	2	1	0	5	0	3	0	0	1	10	0	0	0	0	0	0	0	0	0	1	0	0	49	0	3	0	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1980	5726	2433	1253	3243	638	1113	480	432	117	666	774	524	228	333	258	663	225	7	278	283	425	58	384	270	141	7	55	42	28	82	67	92	81	2	3	13	6	39	49	33	0	5	39	28	46	8	3	13	0	9	112	0	52	60	7	8	20	2	7	2	102	0	2	4	0	0	0	17	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	49	0	1	0	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1981	4792	2260	2979	2745	804	1011	457	410	125	420	284	354	51	238	274	363	407	113	448	190	285	93	518	148	64	73	5	10	22	87	60	78	62	0	8	24	5	20	34	43	0	14	36	33	6	8	1	14	1	15	30	0	45	6	7	13	6	2	2	4	52	0	2	2	0	1	2	18	0	4	0	0	0	5	0	2	0	0	0	0	0	0	0	2	0	0	46	0	3	0	0	0	0	9	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1982	4583	1705	1557	2206	815	820	494	365	103	469	59	362	49	208	241	390	227	2	421	190	562	63	471	42	84	87	13	62	69	118	49	163	78	4	9	13	3	30	22	38	0	8	110	15	25	7	1	10	0	25	22	0	43	0	7	17	16	3	5	3	41	0	3	2	3	0	0	14	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	30	0	1	0	0	0	0	5	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1983	3751	1665	2665	3103	1027	690	380	406	124	518	99	278	59	215	218	414	155	10	470	157	229	93	477	66	173	141	8	18	35	106	57	75	70	0	6	13	3	19	31	43	0	12	47	12	6	7	1	12	0	18	25	0	20	0	3	12	8	3	1	10	38	0	2	3	2	0	0	12	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1984	4777	1812	2674	3338	973	848	490	454	146	676	136	286	35	334	294	307	199	10	474	257	205	80	547	62	106	164	8	69	96	36	35	73	70	0	4	23	2	29	28	37	0	64	54	21	8	6	0	9	1	17	30	0	33	0	8	19	6	3	0	19	201	0	0	1	2	0	0	12	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	2	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1985	3922	2173	1367	2831	1161	871	410	785	222	647	135	356	42	236	267	320	168	12	330	209	234	77	301	36	65	110	13	16	99	24	44	92	89	0	4	38	4	13	77	51	1	29	56	15	13	8	2	11	0	15	27	0	17	0	5	19	15	3	3	24	0	0	4	2	1	0	0	12	0	5	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1986	4925	2053	1248	2389	807	876	332	546	261	686	71	191	17	244	281	279	185	4	416	243	204	82	278	21	92	72	5	37	76	20	35	51	76	0	5	29	3	23	61	51	0	17	59	506	7	8	1	11	0	3	33	2	566	0	3	24	14	2	1	11	0	0	6	1	0	0	0	6	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	26	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
1987	4405	1608	1446	2761	1125	933	381	458	367	902	54	162	49	205	272	186	205	3	442	193	186	75	283	9	67	81	17	48	68	4	27	67	202	0	6	32	2	11	43	48	0	4	55	18	5	11	4	11	0	8	35	0	129	0	1	13	6	2	4	16	0	0	13	2	0	0	0	7	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	24	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1988	5371	1422	1314	2441	951	749	394	391	384	1031	69	209	30	318	238	145	222	0	410	280	189	89	285	0	67	55	11	42	55	4	36	65	98	0	5	45	3	5	33	43	0	9	45	22	8	8	3	12	0	6	48	3	100	0	1	12	12	3	6	15	0	0	14	1	0	0	0	13	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1989	4019	1672	1414	3014	777	713	287	743	439	1193	155	162	20	217	241	176	252	9	375	282	205	49	292	0	47	55	20	103	118	8	49	64	92	0	4	30	2	14	32	51	5	4	67	13	5	9	3	12	0	9	43	0	152	0	0	13	8	8	4	16	0	0	2	4	0	0	0	16	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	1	0	0	0	0	0	0	0	1	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1990	4486	2215	1451	2228	1142	693	308	368	566	1079	248	205	31	219	327	187	268	5	440	318	179	46	273	9	45	80	84	41	87	17	49	75	77	0	1	41	0	13	20	46	0	5	74	16	15	10	10	10	0	7	36	0	116	0	1	11	11	1	3	18	0	0	3	14	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1991	3321	1390	1239	2073	1244	612	339	341	532	1275	186	167	94	189	373	158	286	7	361	291	177	51	274	7	54	89	39	39	68	3	35	72	63	0	0	25	0	11	24	57	0	1	87	10	8	13	13	12	0	4	32	0	140	0	1	14	0	2	2	21	0	0	3	7	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	2	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
1992	3647	1257	1000	2013	1312	818	319	394	919	960	180	218	67	259	390	160	462	2	474	265	200	51	294	5	82	26	2	70	43	7	40	65	90	0	0	38	0	16	57	42	0	3	106	15	11	10	10	14	0	10	55	0	90	0	1	19	8	0	5	80	0	0	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	1	0	0	0	0	0	0	0	0	0	0	0	65	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1993	2756	1143	931	3234	804	811	96	664	631	945	111	193	57	282	331	140	400	0	436	227	150	45	288	4	146	24	3	23	33	8	34	73	85	0	0	37	0	11	13	49	0	1	75	16	19	8	12	14	0	5	45	33	59	0	0	9	4	0	1	7	0	0	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0
1994	3380	935	704	1851	740	799	106	390	284	839	110	179	71	257	320	154	377	1	481	246	207	44	303	2	59	44	3	13	20	3	42	51	67	0	0	48	0	15	14	56	0	1	98	21	3	14	17	14	0	1	78	35	138	0	1	10	5	0	0	10	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1995	3092	915	944	1816	631	880	704	265	255	757	177	214	92	277	409	188	435	2	456	255	124	45	332	4	53	33	2	14	13	8	60	53	74	0	0	36	0	15	16	68	0	2	86	1452	0	24	20	14	1	3	79	15	142	0	1	26	8	0	0	6	0	0	5	4	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	2	0	0	28	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0
1996	3048	647	1137	1679	522	931	45	321	186	757	46	256	161	304	382	72	397	1	678	241	134	32	505	5	59	18	2	12	18	9	12	60	198	0	0	43	0	33	16	71	0	9	25	0	0	27	18	15	0	2	77	14	248	0	2	19	6	0	2	7	0	0	7	3	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	37	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997	3377	880	881	1678	570	806	35	281	293	707	75	224	101	466	527	71	243	5	612	268	126	33	489	8	69	25	2	3	24	8	40	78	50	0	0	27	0	16	13	58	0	20	22	1	0	53	21	12	0	3	72	21	229	0	2	25	0	0	1	8	0	0	7	6	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	3060	658	852	1255	552	896	36	369	315	714	92	179	115	342	487	62	206	0	635	240	103	35	475	13	69	28	2	21	11	8	35	73	49	0	0	26	0	38	15	58	0	2	25	0	0	31	21	11	0	5	57	4	213	0	1	345	8	0	2	10	0	0	6	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	3220	1111	13314	3147	576	801	53	477	291	768	103	260	129	292	457	86	289	3	671	306	176	485	525	84	74	26	3	40	6	13	28	65	15	0	0	32	17	254	30	52	2	2	30	0	6	42	18	15	0	3	92	4	227	0	5	25	0	0	4	6	30	0	3	6	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	30	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2000	3326	586	829	882	495	725	76	166	99	624	60	127	34	384	349	50	177	2	389	257	78	19	297	35	61	18	2	41	12	21	22	79	23	0	0	35	0	4	20	70	0	1	30	0	0	45	22	17	0	2	80	3	221	0	2	17	3	0	6	5	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	2425	481	694	675	351	389	23	36	37	507	28	138	14	231	153	16	169	1	252	220	78	23	244	23	34	14	0	11	6	5	16	61	25	0	0	12	0	3	5	38	0	0	28	0	0	26	26	8	0	8	18	0	193	0	1	70	0	0	2	4	0	0	2	4	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	2861	448	660	644	281	323	26	40	31	449	44	100	15	153	155	15	153	1	242	174	78	23	228	30	42	9	0	12	9	13	9	55	24	0	0	6	0	6	6	56	0	5	22	0	0	26	30	0	1	0	19	0	176	0	1	6	0	0	3	7	0	0	1	8	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	3345	411	743	573	279	281	20	24	10	475	29	94	24	113	104	13	136	0	231	199	91	21	219	12	47	7	1	1	14	1	9	47	50	0	0	11	0	2	3	57	0	0	20	0	0	19	64	0	0	4	17	0	162	0	2	20	0	0	1	5	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	2732	867	476	334	243	230	15	16	8	330	18	71	16	89	68	8	91	10	256	107	53	13	243	1	29	4	0	1	10	0	5	339	10	0	0	8	0	2	2	73	0	1	34	0	0	17	25	0	0	1	21	0	128	0	0	20	0	0	0	8	0	0	0	6	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	2277	285	220	242	186	154	8	5	11	318	4	29	3	28	51	6	51	0	240	45	54	8	229	3	44	16	0	0	4	0	4	24	6	0	0	8	0	5	2	653	0	3	3	0	0	13	21	0	0	1	9	0	97	0	0	21	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2006	2840	299	165	264	180	157	2	17	2	272	15	15	12	37	51	26	59	0	237	47	48	6	197	0	27	13	0	0	7	0	1	31	5	0	0	4	0	0	0	56	0	5	5	0	0	18	13	19	0	1	17	0	82	0	0	18	0	0	1	8	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	2554	216	160	319	335	216	6	8	2	1842	8	26	6	26	41	10	57	0	46	51	56	8	25	0	33	13	0	0	13	2	0	26	0	0	0	12	0	1	0	58	0	0	3	0	0	13	7	0	0	0	11	0	85	0	0	23	0	0	0	5	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	31	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2008	2082	131	149	231	195	98	7	24	2	24	6	38	0	25	38	5	62	0	181	56	17	3	101	0	18	9	0	0	14	2	2	16	0	0	0	6	0	0	0	105	0	201	6	0	0	11	15	0	0	0	22	0	69	0	0	8	0	0	0	7	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2009	2829	94	327	233	196	211	4	12	0	21	0	29	4	25	10	3	39	0	672	15	29	10	641	3	15	14	1	0	7	0	3	25	0	0	0	4	0	0	0	39	0	1	3	0	0	11	20	0	0	0	16	1	62	0	0	10	0	0	1	27	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010	2182	61	101	97	153	110	14	8	0	7	0	21	0	25	15	2	25	0	36	11	20	8	18	0	13	8	0	3	8	2	0	25	0	0	0	3	0	0	0	2	0	0	9	0	0	8	13	0	0	0	12	0	78	0	0	9	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2011	1321	39	59	48	132	57	7	6	0	7	0	13	3	17	26	3	19	0	16	4	24	7	11	0	17	3	0	0	5	0	2	10	0	0	0	3	0	0	0	2	0	0	1	0	0	11	6	0	0	0	8	0	79	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2012	1028	40	15	47	61	131	6	4	0	5	0	12	1	8	14	2	18	0	445	1	11	2	223	0	13	7	0	0	2	0	1	4	0	0	0	2	0	0	0	2	0	0	1	0	0	8	4	0	0	0	7	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	564	18	6	25	40	41	2	2	0	2	0	5	2	1	12	0	19	0	593	1	10	5	324	0	9	6	0	0	0	0	0	5	0	0	0	2	0	0	0	4	0	0	1	0	0	2	3	0	0	0	8	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014	367	5	2	16	18	38	2	1	0	0	0	0	1	0	8	0	16	0	63	1	2	2	32	0	8	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	6	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2015	13	2	0	6	15	23	0	1	0	0	0	0	1	0	10	0	6	0	0	3	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016	5	2	0	2	6	1	0	0	0	0	0	0	0	0	2	0	2	0	0	2	1	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
