Year	Y	A	I	C	D	HE	NAS	S	GA	L	EP	TD	HH	J	ED	E	PREX	FS	AE	LC	T	SI	GS	FEM	PR	ITC	TC	SBA	VA	CR	PM	JU	NS	W	ER	NF	CS	FT	P	FR	FW	GP	PE	IC	AA	SSA	HS	FE	N	MS	SE	PRVP	CC	CSA	NMB	LR	AC	FP	NCU	IA	CAB	M	FCA	RR	NA	FAA	NC	FHL	MC	FMC	MN	LGA	H	NHA	CZ	FL	FA	ID	DC	B	FO	PA	SS	OP	CA	Z	X	FCD	FM	SB	AR	ES	U	NASA	ICA	F	DP	CNF	G	GB	II	RNB	OCM	FF	GE	UNI	AG	OAR	OUC	MB	CO	OAG	OAD	WT	WHO	PCO	PL	RP	AS	SQ	WA	RS	WY	TA	TS	GAO	FTZ	FC	RL	PAC	EC	EB	PVRP	JA	DT	JUL	VB	NMC	TF
1931	149	194	351	428	17	8	0	41	4	106	0	6	0	12	0	0	2	7	5	15	27	54	5	0	7	0	0	0	0	0	0	13	0	13	0	0	3	6	0	4	0	4	0	93	0	0	0	0	7	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1932	206	178	267	329	14	9	0	57	5	93	0	7	0	4	0	0	3	18	1	11	33	66	0	0	1	0	1	0	0	0	0	13	0	4	0	0	1	5	0	5	0	5	0	84	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
1933	528	120	1053	263	19	8	0	66	2	71	0	6	0	2	0	0	2	10	4	13	28	20	4	0	0	0	0	0	0	0	0	14	0	4	0	0	1	3	0	5	0	6	0	83	0	0	1	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1934	1227	314	225	136	17	10	0	72	2	57	0	7	0	5	0	0	2	14	3	15	33	18	3	0	0	0	2	0	2	0	0	11	0	8	0	0	2	8	0	4	0	10	0	59	0	0	0	0	4	0	12	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1935	509	193	232	181	19	10	0	71	2	74	0	5	0	4	0	0	2	9	1	28	36	13	0	0	0	0	0	0	0	0	0	17	0	7	0	0	0	6	0	4	6	3	0	84	0	0	0	0	6	0	1	0	10	0	1	1	0	5	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1936	293	284	263	148	18	10	0	81	2	126	0	5	0	8	0	0	5	19	16	26	47	24	12	0	0	0	4	0	0	0	0	16	0	12	0	0	1	10	0	2	6	5	0	64	0	0	0	0	2	0	5	0	8	0	2	10	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1937	342	405	262	174	16	19	0	70	4	89	0	6	0	6	0	0	4	33	8	28	34	20	7	0	0	0	9	0	2	0	0	15	0	6	0	0	1	8	1	1	14	5	0	80	0	0	0	0	3	0	4	0	12	0	2	15	0	4	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	12	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1938	397	473	368	164	20	33	0	89	2	122	0	7	0	19	0	0	4	21	14	15	37	24	10	0	0	0	1	0	0	0	0	16	0	5	0	0	16	10	0	3	9	8	0	83	0	3	1	0	31	0	11	0	11	0	2	39	0	3	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
1939	445	495	340	182	21	24	0	94	4	142	0	6	0	6	1	0	4	32	21	30	36	31	15	0	2	0	10	0	0	0	0	14	0	11	0	0	1	6	1	7	46	11	0	87	0	2	1	0	5	0	9	0	10	0	2	52	0	8	1	0	0	0	4	2	2	0	0	0	1	0	0	0	0	0	1	3	0	0	0	0	0	0	4	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
1940	377	490	428	209	22	30	0	63	6	150	0	5	0	9	0	0	5	73	27	30	24	29	13	0	12	0	5	0	0	0	0	15	0	12	0	0	6	5	0	2	72	24	0	92	0	3	0	0	5	0	29	0	8	0	2	52	0	10	1	0	2	4	12	4	0	0	0	1	2	0	0	0	0	0	0	3	0	0	0	0	0	0	5	0	12	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1941	347	539	375	211	26	25	0	88	5	157	0	7	0	6	0	0	6	84	38	12	37	31	18	0	46	0	27	0	0	0	0	17	0	14	0	0	4	6	0	2	50	7	0	77	0	4	0	0	15	0	307	0	11	0	3	59	0	2	0	0	2	0	10	5	1	0	0	0	2	0	0	0	0	0	0	10	0	0	0	0	0	0	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1942	331	410	402	265	20	27	0	63	2	121	0	5	0	10	0	0	6	82	36	22	52	44	19	0	97	0	9	0	0	0	0	18	0	20	0	0	1	6	0	2	25	7	0	57	0	4	0	0	6	0	19	0	2	0	2	47	0	0	1	0	2	1	0	2	2	0	0	2	3	0	0	0	0	1	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1943	365	247	312	211	33	24	0	71	4	109	0	3	0	5	0	0	3	72	57	24	57	41	27	0	84	0	4	0	0	0	0	30	0	48	0	0	7	7	0	4	9	6	0	34	0	2	1	0	10	0	24	0	6	0	4	49	0	2	1	0	2	0	5	2	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1944	459	259	290	107	64	39	0	112	4	106	0	6	0	3	0	0	7	76	62	17	48	19	32	0	29	0	4	0	0	0	0	20	0	63	0	0	6	8	0	1	1	8	0	35	0	11	0	0	14	0	21	0	2	0	3	28	0	1	1	0	2	1	3	3	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1945	421	249	255	344	69	27	0	135	3	99	0	1	0	6	1	0	6	33	70	40	22	24	35	0	40	0	7	0	0	0	0	35	0	89	0	0	5	6	0	6	3	5	0	40	0	6	0	0	6	0	18	0	9	0	14	40	2	2	1	0	0	2	4	3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1946	658	245	711	266	53	27	0	177	5	138	0	1	0	5	0	0	6	57	50	45	34	31	24	0	47	0	4	0	1	0	0	24	0	51	0	0	11	4	0	1	2	5	0	43	0	5	0	0	8	0	15	0	3	0	14	35	0	3	1	0	3	0	2	4	0	0	0	0	3	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1947	911	233	802	315	45	26	0	169	3	109	0	10	1	30	0	0	9	32	40	17	33	29	19	0	12	0	8	0	5	0	1	32	0	39	0	0	14	7	0	5	3	12	0	16	0	6	0	0	9	0	10	0	10	0	8	29	0	5	1	0	5	5	4	2	0	0	0	0	1	1	0	0	0	4	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1948	888	243	1926	321	57	30	0	176	4	166	0	2	0	5	0	0	5	25	43	28	45	31	23	0	10	0	5	0	1	0	0	27	0	15	4	0	11	6	0	6	3	4	0	48	0	9	1	0	4	0	8	0	10	0	12	42	0	5	1	0	3	29	4	5	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1949	1484	414	940	541	60	36	0	169	5	162	0	5	5	15	0	0	4	60	85	24	32	17	70	1	21	0	14	0	1	0	1	33	0	170	8	0	17	9	1	5	14	3	0	41	0	4	0	0	96	0	6	0	8	0	10	49	0	9	1	0	3	13	6	4	1	0	0	0	2	0	0	0	0	1	0	2	0	0	1	0	9	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1950	1556	323	725	421	82	40	1	122	7	160	0	7	2	12	1	1	2	165	35	36	32	24	20	0	40	0	2	0	1	0	1	31	1	37	11	0	17	4	1	6	0	9	0	49	0	4	0	0	1	0	11	0	8	0	6	26	0	8	1	0	3	12	5	2	0	1	1	0	0	0	0	0	0	0	4	2	0	0	2	0	14	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
1951	1569	400	447	341	129	27	0	215	6	144	0	1	5	11	0	1	8	69	56	20	30	24	40	0	46	0	0	0	2	0	1	26	1	43	12	0	19	4	0	5	0	3	0	57	0	3	0	0	2	0	6	0	13	0	1	33	0	6	1	0	4	43	7	3	1	0	0	0	0	0	0	0	0	0	9	0	0	0	2	0	12	0	0	0	0	0	2	1	2	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0
1952	1435	329	595	628	89	24	1	197	4	155	0	7	5	12	0	1	8	91	48	35	25	30	33	0	36	0	0	1	1	0	2	32	1	5	8	0	24	6	1	5	0	3	0	33	0	2	1	0	1	0	7	0	12	0	2	33	0	27	1	0	3	4	2	5	0	0	0	0	0	1	0	0	0	0	13	0	0	0	2	0	11	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1953	1655	389	591	418	145	30	0	118	5	233	0	2	4	11	0	1	10	69	125	28	45	31	75	0	33	1	3	2	0	0	2	29	1	3	8	0	18	4	1	6	0	3	0	44	0	3	0	0	2	0	6	0	18	0	2	32	0	7	1	0	6	4	7	5	1	1	0	0	0	0	0	0	0	0	15	1	0	0	1	0	12	0	0	0	0	0	0	1	3	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1954	1715	326	561	544	140	39	0	180	4	215	2	5	5	17	0	1	9	61	44	80	31	27	44	0	18	1	5	5	0	0	2	28	3	3	8	0	16	6	1	5	0	12	0	35	0	2	0	0	1	0	10	0	22	0	1	27	0	7	1	1	3	3	3	2	3	0	0	1	0	0	0	0	0	0	15	0	1	0	0	0	10	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1955	1968	398	461	420	180	49	0	182	6	155	0	7	9	13	0	1	17	138	40	45	27	53	50	0	23	2	7	2	0	0	1	24	10	2	10	0	28	7	5	10	1	4	0	60	0	2	0	0	2	0	2	0	16	0	1	29	0	7	1	2	11	6	10	6	1	0	0	1	0	0	0	0	0	0	19	0	0	0	1	0	2	0	0	0	0	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1956	1654	564	738	503	183	46	0	112	6	203	0	10	2	14	1	1	9	49	46	45	35	44	38	0	18	2	7	3	0	0	1	29	9	3	14	0	25	5	2	6	0	6	0	34	0	7	1	0	1	0	5	0	26	0	1	12	1	6	1	4	4	3	4	3	1	0	0	1	0	1	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1957	1619	468	463	330	177	61	0	190	6	196	0	5	1	11	0	3	15	72	35	84	35	59	36	0	22	2	8	5	0	0	1	28	7	3	14	0	15	6	3	10	0	10	0	62	0	9	0	0	2	0	7	0	16	0	1	16	1	7	1	2	7	2	7	5	0	2	0	0	0	0	0	0	0	0	14	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1958	1524	587	412	326	191	45	5	133	5	195	0	12	1	18	0	5	10	86	48	43	40	38	52	0	16	1	4	2	0	0	2	28	11	3	14	0	22	6	3	11	0	6	0	71	0	4	0	0	1	0	4	0	9	0	2	19	0	8	2	1	7	1	3	2	1	1	0	1	1	0	0	0	0	0	10	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1959	1819	579	587	739	295	56	155	99	6	222	0	14	3	12	0	11	17	82	61	108	33	54	61	0	29	2	8	10	1	0	1	38	14	2	26	0	14	4	2	11	0	7	0	55	0	3	1	0	2	0	8	0	21	0	1	19	8	11	1	2	7	1	9	5	0	4	0	0	0	0	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1960	1825	726	591	827	297	83	294	179	7	251	0	26	5	13	0	29	18	128	95	58	37	76	83	0	27	0	2	16	4	0	3	41	14	3	26	0	10	13	2	10	0	19	0	78	0	7	0	0	1	0	8	0	24	0	1	31	3	6	1	2	8	0	9	3	0	12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	1	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1961	1935	704	779	541	347	189	480	144	7	207	1	19	4	18	0	27	17	194	121	34	32	39	126	0	25	0	16	18	2	7	3	40	19	5	79	0	18	9	2	6	0	9	0	47	0	6	0	0	1	0	5	0	10	0	2	28	4	10	1	2	11	0	6	6	1	10	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1962	1832	723	822	919	257	174	423	96	9	271	2	16	13	15	0	37	14	191	91	44	44	47	124	1	21	1	13	15	2	3	1	41	11	3	54	0	17	13	3	12	0	14	0	66	0	3	0	0	1	0	9	0	32	0	2	26	13	13	1	3	7	1	9	2	1	7	0	0	0	1	0	0	0	0	8	0	0	0	3	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1963	1568	773	822	672	256	212	285	247	6	384	3	20	15	31	0	45	22	280	128	30	44	49	138	0	37	5	17	30	1	8	1	46	46	2	57	0	22	9	2	12	0	12	0	59	0	6	0	0	2	0	5	0	25	0	1	24	10	13	1	6	10	1	5	3	1	4	1	1	0	2	0	0	0	0	15	0	1	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1964	1605	871	864	1875	422	221	360	132	6	386	0	21	15	22	0	18	17	347	135	115	59	49	187	2	28	1	8	20	2	2	3	45	25	2	32	0	25	22	5	13	0	10	0	55	0	9	0	0	1	0	9	0	20	0	1	23	8	23	1	2	9	0	6	3	1	8	0	0	0	4	0	0	0	0	12	0	0	0	4	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1965	1527	850	789	1346	485	246	378	114	3	327	0	20	30	28	2	17	46	373	144	65	52	60	201	1	31	3	12	8	2	13	2	53	16	2	61	0	19	16	3	10	1	17	0	46	0	4	0	0	1	0	4	0	73	0	1	26	11	9	2	7	8	0	6	6	1	8	4	4	0	6	0	0	3	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1966	1113	866	869	1276	481	423	337	106	8	354	4	30	21	23	7	36	67	343	245	51	100	50	190	2	45	6	20	7	3	12	4	46	18	1	102	1	22	18	3	12	0	13	0	49	0	5	1	0	3	0	11	0	32	0	1	23	11	17	2	6	14	0	6	3	1	8	1	1	0	5	0	0	0	0	9	0	0	0	2	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1967	1080	903	922	1070	451	323	415	105	6	349	2	24	24	34	22	15	88	304	209	549	72	63	175	1	61	4	23	12	3	10	3	50	23	0	53	3	20	17	4	9	0	14	0	51	6	9	0	0	0	0	8	0	47	0	1	17	10	13	2	10	10	0	9	2	1	4	4	1	0	7	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1968	949	849	1061	1794	516	336	483	328	6	356	6	52	33	33	25	19	144	342	133	76	70	567	136	1	84	5	25	4	3	14	4	55	43	1	59	6	25	14	2	12	1	15	0	38	14	4	0	0	0	0	9	0	43	0	1	17	6	17	2	7	11	0	8	3	1	3	0	4	0	5	0	0	0	0	9	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1969	1185	898	996	1465	473	398	612	127	11	338	13	54	47	33	33	15	122	390	177	153	49	55	199	1	56	5	20	4	4	14	3	244	36	0	58	5	32	12	2	11	0	18	0	40	12	10	1	0	0	0	10	0	50	0	3	24	10	15	3	6	12	27	7	6	2	4	0	30	0	4	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1970	1121	923	1383	1897	458	542	378	123	6	362	116	94	38	48	22	13	115	65	178	107	62	55	199	1	70	3	23	5	8	35	6	38	29	2	53	5	32	19	6	20	0	17	0	27	14	3	1	0	1	0	13	0	58	0	3	22	10	12	6	5	12	0	4	3	2	4	0	5	0	6	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	8	0	4	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1971	1420	1095	1406	1599	522	614	378	128	30	338	362	132	78	61	29	13	170	68	196	70	69	559	209	0	75	5	77	6	9	46	4	54	31	1	84	1	39	23	4	19	0	13	0	34	26	8	0	0	1	0	10	0	51	0	2	22	8	14	5	4	6	0	5	7	2	5	0	3	0	5	0	0	0	0	8	0	0	0	1	0	0	0	0	0	1	0	10	0	7	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1972	1618	1111	966	2197	547	600	223	144	87	436	347	130	61	132	31	13	175	51	190	480	79	51	229	5	89	3	45	7	21	31	4	52	47	1	69	7	40	17	2	13	0	14	0	48	14	4	0	0	1	0	16	0	53	0	2	20	7	22	8	2	8	0	5	3	3	6	1	3	0	4	0	0	0	0	9	0	0	0	2	0	0	0	0	0	0	0	29	0	4	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1973	2831	1124	913	2122	417	583	159	134	97	319	232	104	110	119	32	19	135	64	185	130	89	41	183	2	66	3	58	7	8	23	6	54	42	1	65	13	42	8	3	17	0	17	0	28	11	13	1	0	1	0	52	0	57	7	1	26	6	18	5	4	9	0	8	5	0	3	0	3	0	5	0	0	0	0	7	1	0	0	3	0	0	0	0	1	0	0	31	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1974	3010	1195	1049	1844	473	619	314	119	106	463	272	159	56	117	36	31	123	30	212	394	102	62	214	5	62	1	55	4	3	23	6	49	40	1	127	17	39	21	6	17	0	13	0	73	12	9	2	7	0	0	20	0	55	1	2	22	8	23	6	2	11	0	9	2	1	4	2	3	0	4	0	0	0	0	9	0	0	0	0	0	0	0	0	2	0	0	22	0	4	0	0	0	0	3	2	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
1975	4436	1532	896	2215	621	881	316	169	294	547	231	229	85	151	73	56	103	22	221	178	142	89	213	2	54	4	43	12	8	38	10	56	63	1	146	15	48	28	2	13	0	15	0	49	9	14	6	48	1	0	22	0	60	2	3	26	9	26	10	5	7	0	10	3	1	3	1	3	0	6	0	0	0	0	11	0	6	0	0	0	0	0	0	1	0	0	30	0	5	0	0	0	1	6	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5
1976	5106	2025	1076	2776	633	1305	541	502	316	523	791	341	307	268	80	78	166	25	235	195	206	80	228	6	69	7	47	8	27	40	11	52	67	1	359	17	73	34	9	23	0	30	2	61	27	7	3	46	0	0	18	0	55	3	5	24	21	19	14	7	11	0	87	5	2	5	1	3	0	2	0	0	0	0	8	0	0	0	0	0	0	0	0	3	0	0	22	0	2	0	0	0	1	5	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
1977	5138	2150	982	2699	726	1234	607	374	235	607	458	630	1159	266	82	238	172	22	246	555	183	65	237	7	56	5	38	25	20	128	25	57	87	1	126	26	62	25	10	17	0	35	0	69	6	6	1	49	0	0	19	0	38	12	4	18	11	147	11	5	30	0	7	4	7	0	0	9	0	3	0	0	0	0	6	0	1	0	2	0	0	0	0	0	0	0	24	0	3	0	0	0	2	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1978	5214	1941	1062	2761	656	1492	493	412	169	558	558	554	1071	266	117	533	147	18	271	312	186	62	256	22	63	10	64	11	26	46	31	75	74	1	13	20	46	43	41	18	0	40	0	48	12	6	1	18	0	0	21	0	19	14	5	15	13	5	8	2	30	0	4	5	5	0	0	5	0	5	0	0	3	0	7	0	0	0	0	0	0	0	0	0	0	0	44	0	3	0	0	0	0	7	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
