Year	Y	A	I	C	D	HE	NAS	S	GA	L	EP	TD	HH	J	ED	E	PREX	FS	T	LC	AE	SI	FEM	GS	PR	ITC	TC	SBA	VA	PM	CR	JU	NS	W	ER	NF	CS	FT	P	FR	FW	PE	GP	IC	AA	SSA	HS	FE	N	MS	PRVP	SE	CC	CSA	NMB	LR	AC	FP	NCU	IA	CAB	FCA	RR	NA	M	NC	FAA	FHL	MC	FMC	MN	LGA	FL	FA	H	ID	CZ	DC	NHA	B	FO	SS	OP	PA	FCD	FM	CA	Z	X	AR	ES	U	NASA	F	DP	CNF	SB	G	GB	II	ICA	RNB	OCM	FF	UNI	AG	OAR	OUC	MB	CO	OAG	OAD	WT	WHO	PCO	PL	RP	AS	SQ	WA	RS	WY	TA	TS	GAO	FTZ	FC	RL	PAC	EC	EB	PVRP	JA	DT	JUL	VB	NMC	TF
1919	105	120	164	284	13	11	0	32	0	91	0	3	0	6	0	0	0	17	32	21	2	48	0	2	0	0	0	0	0	0	0	14	0	10	0	0	3	11	0	4	0	0	3	47	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1920	29	51	67	349	13	10	0	4	1	117	0	4	0	5	0	0	0	21	28	16	0	57	0	0	0	0	0	0	0	0	0	12	0	13	0	0	4	17	1	8	0	0	2	39	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0
1921	40	29	125	212	12	10	0	4	0	109	0	8	0	6	0	0	0	13	26	14	2	44	0	2	0	0	1	0	0	0	0	10	0	8	0	0	2	21	0	8	0	0	1	99	0	0	0	0	3	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0
1922	47	54	211	252	13	11	0	6	3	113	0	0	0	8	0	0	0	10	39	11	0	58	0	0	0	0	10	0	0	0	0	6	0	16	0	0	5	12	0	6	0	0	2	75	0	0	0	0	11	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0
1923	22	208	252	227	16	6	0	4	2	113	0	1	0	2	0	0	2	16	34	12	2	29	0	2	1	0	0	0	0	0	0	6	0	6	0	0	1	10	0	4	0	0	3	92	0	0	0	0	8	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0
1924	251	149	157	247	14	3	0	2	3	85	0	2	0	2	0	0	1	16	34	20	0	27	0	0	1	0	0	0	0	0	0	8	0	5	0	0	1	5	0	5	0	0	2	73	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0
1925	119	130	129	258	14	5	0	7	1	89	0	8	0	3	0	0	2	15	39	11	2	27	0	2	2	0	1	0	0	0	0	7	0	4	0	0	2	12	0	5	0	0	3	109	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
1926	251	152	173	257	16	4	0	18	3	80	0	6	0	3	0	0	3	12	29	13	1	31	0	1	1	0	0	0	0	0	0	6	0	3	0	0	2	18	0	4	0	0	3	131	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1927	121	169	159	324	15	3	0	16	3	95	0	4	0	2	0	0	2	6	36	16	2	26	0	2	4	0	2	0	0	0	0	10	0	8	0	0	3	0	0	2	0	0	5	135	0	0	0	0	5	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1928	249	151	33	267	12	2	0	22	3	102	0	7	0	3	0	0	2	7	36	15	0	37	0	0	4	0	4	0	0	0	0	8	0	4	0	0	2	5	0	4	0	0	2	123	0	0	1	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
1929	128	226	211	375	17	5	0	31	5	82	0	7	0	3	0	0	2	6	28	12	3	36	0	3	0	0	4	0	0	0	0	8	0	4	0	0	3	3	0	4	0	0	5	97	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1930	230	190	222	458	15	8	0	26	2	77	0	8	0	4	0	0	2	15	27	12	2	49	0	2	0	0	0	0	0	0	0	10	0	5	0	0	5	4	0	6	0	0	3	99	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
1931	149	174	349	426	17	8	0	35	4	100	0	6	0	12	0	0	2	5	27	15	5	36	0	5	7	0	0	0	0	0	0	13	0	12	0	0	1	4	0	4	0	0	4	93	0	0	0	0	7	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1932	206	158	262	326	14	9	0	55	5	90	0	7	0	4	0	0	3	14	33	11	1	63	0	0	1	0	1	0	0	0	0	13	0	4	0	0	1	4	0	5	0	0	5	83	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	2	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
1933	528	115	1052	253	19	8	0	62	2	69	0	6	0	2	0	0	2	8	28	13	4	20	0	4	0	0	0	0	0	0	0	14	0	4	0	0	1	2	0	5	0	0	6	83	0	0	1	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1934	1227	201	224	135	17	10	0	67	2	55	0	7	0	5	0	0	2	13	33	14	3	18	0	3	0	0	1	0	2	0	0	11	0	6	0	0	1	6	0	4	0	0	10	59	0	0	0	0	4	0	0	12	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1935	512	182	234	176	19	10	0	65	2	72	0	5	0	4	0	0	2	8	36	28	1	13	0	0	0	0	0	0	0	0	0	16	0	6	0	0	0	5	0	2	6	0	3	83	0	0	0	0	6	0	0	1	10	0	1	1	0	5	0	0	0	4	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1936	285	275	259	145	18	10	0	74	2	124	0	5	0	8	0	0	5	16	47	23	16	18	0	12	0	0	4	0	0	0	0	15	0	10	0	0	1	7	0	2	6	0	5	64	0	0	0	0	2	0	0	5	8	0	2	9	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1937	329	394	261	170	16	18	0	67	4	87	0	6	0	6	0	0	4	32	34	28	8	19	0	7	0	0	9	0	2	0	0	15	0	5	0	0	1	6	1	1	9	0	5	79	0	0	0	0	2	0	0	4	12	0	2	15	0	4	0	0	0	7	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1938	384	452	365	161	19	31	0	74	2	120	0	7	0	19	0	0	4	19	37	12	12	24	0	9	0	0	1	0	0	0	0	15	0	5	0	0	16	8	0	3	3	0	8	83	0	3	1	0	31	0	0	11	11	0	2	39	0	2	0	0	0	6	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
1939	425	452	340	180	21	23	0	88	4	140	0	6	0	6	1	0	4	30	36	24	21	30	0	15	1	0	10	0	0	0	0	14	0	11	0	0	1	5	1	7	37	0	11	87	0	2	1	0	5	0	0	9	10	0	2	52	0	6	1	0	0	4	2	2	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
1940	367	468	423	203	22	28	0	58	6	149	0	6	0	9	0	0	5	67	23	28	25	25	0	12	12	0	5	0	0	0	0	15	0	12	0	0	6	3	0	2	65	0	24	92	0	3	0	0	5	0	0	29	8	0	2	52	0	10	1	0	2	10	4	0	4	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1941	341	519	372	200	26	25	0	78	5	154	0	7	0	6	0	0	6	71	37	10	38	31	0	18	46	0	27	0	0	0	0	17	0	14	0	0	3	5	0	2	50	0	7	76	0	4	0	0	15	0	0	307	11	0	3	59	0	2	0	0	2	10	5	0	0	0	0	0	2	0	0	0	8	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1942	331	391	399	260	20	26	0	62	2	117	0	5	0	10	0	0	6	80	52	22	34	43	0	18	91	0	8	0	0	0	0	18	0	19	0	0	1	4	0	2	25	0	7	57	0	4	0	0	5	0	0	19	2	0	2	47	0	0	1	0	2	0	2	2	1	0	0	0	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1943	365	230	311	207	33	24	0	68	4	108	0	4	0	5	0	0	3	68	56	21	55	40	0	26	85	0	4	0	0	0	0	30	0	54	0	0	7	6	0	4	9	0	6	34	0	2	1	0	10	0	0	24	6	0	4	49	0	2	1	0	2	5	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1944	453	251	288	100	64	39	0	92	4	103	0	6	0	3	0	0	7	74	48	14	62	19	0	30	28	0	4	0	0	0	0	20	0	63	0	0	6	6	0	1	1	0	8	35	0	11	0	0	14	0	0	21	2	0	3	28	0	1	1	0	2	3	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1945	417	243	254	337	69	27	0	105	3	97	0	1	0	6	1	0	6	29	24	39	68	21	0	34	39	0	7	0	0	0	0	35	0	84	0	0	4	5	0	6	3	0	5	40	0	5	0	0	6	0	0	18	9	0	14	40	2	2	1	0	0	4	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1946	647	231	713	252	53	27	0	156	5	147	0	2	0	5	0	0	6	67	36	44	50	35	0	24	58	0	4	0	1	0	0	24	0	51	0	0	11	3	0	1	2	0	5	42	0	5	0	0	8	0	0	15	3	0	14	35	0	3	1	0	3	2	4	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1947	911	221	801	309	43	26	0	160	3	104	0	10	1	29	0	0	9	29	35	13	40	32	0	19	12	0	7	0	5	1	0	32	0	39	0	0	14	6	0	4	3	0	12	16	0	6	0	0	7	0	0	10	10	0	8	29	0	5	1	0	5	4	2	0	2	0	0	0	1	1	0	0	2	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1948	885	233	1867	317	56	28	0	172	4	164	0	2	0	4	0	0	5	23	47	25	42	30	0	22	10	0	4	0	1	0	0	27	0	15	4	0	11	5	0	6	3	0	4	48	0	9	1	0	4	0	0	8	10	0	12	42	0	5	1	0	3	4	5	0	23	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1949	1437	349	941	530	55	36	0	167	5	158	0	3	4	14	0	0	4	60	34	18	85	16	1	70	21	0	17	0	1	1	0	33	0	169	8	0	17	8	1	4	5	0	3	41	0	4	0	0	95	0	0	6	8	0	10	49	0	9	1	0	3	6	4	1	10	0	0	0	2	0	0	0	2	0	0	0	0	1	1	0	9	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1950	1528	289	697	412	88	39	1	118	7	157	0	7	1	11	1	1	2	158	31	32	35	23	0	20	41	0	2	0	1	1	0	31	1	36	11	0	17	3	1	5	0	0	9	48	0	4	0	0	1	0	0	11	8	0	6	26	0	7	1	0	3	5	2	0	11	1	1	0	0	0	0	0	2	0	0	0	4	2	0	0	14	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
1951	1498	310	448	331	129	27	0	203	6	142	0	1	4	11	0	1	8	68	30	19	56	25	0	41	45	0	0	0	2	1	0	26	1	40	12	0	19	3	0	5	0	0	3	57	0	3	0	0	2	0	0	6	13	0	1	33	0	6	1	0	4	7	3	1	43	0	0	0	0	0	0	0	0	0	0	0	8	2	0	0	12	0	0	0	1	2	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0
1952	1380	303	594	625	87	24	1	195	4	152	0	7	5	12	0	1	8	87	25	31	48	21	0	33	32	0	0	1	1	2	0	32	1	2	8	0	24	5	1	5	0	0	3	33	0	2	1	0	1	0	0	7	12	0	2	32	0	27	1	0	3	2	5	0	4	0	0	0	0	1	0	0	0	0	0	0	13	2	0	0	11	0	0	0	0	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1953	1610	370	586	405	143	30	0	112	5	230	0	1	3	11	0	1	9	65	45	27	123	28	0	74	33	1	3	2	0	2	0	29	1	0	8	0	18	3	1	6	0	0	3	43	0	3	0	0	2	0	0	6	18	0	2	27	0	7	1	0	6	7	5	0	4	0	1	0	0	0	0	0	1	0	0	0	14	1	0	0	12	0	0	0	1	3	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1954	1669	298	560	546	129	37	0	178	4	212	2	5	5	17	0	1	9	63	31	76	44	26	0	43	17	1	5	5	0	2	0	28	3	0	8	0	16	5	1	5	0	0	12	35	0	2	0	0	1	0	0	10	22	0	1	23	0	7	1	1	3	3	2	2	3	0	0	1	0	0	0	0	0	1	0	0	14	0	0	0	10	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1955	1931	373	456	409	173	47	0	179	6	152	0	7	9	13	0	1	17	132	25	44	40	52	0	50	22	2	7	2	0	1	0	24	10	0	10	0	27	7	5	6	1	0	4	60	0	2	0	0	2	0	0	2	16	0	1	25	0	6	1	2	11	10	6	1	6	0	0	1	0	0	0	0	0	0	0	0	17	1	0	0	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1956	1598	544	728	499	178	45	0	108	6	200	0	10	0	14	1	1	8	46	32	41	44	40	0	37	19	2	7	3	0	1	0	29	8	0	14	0	24	4	2	5	0	0	6	34	0	7	1	0	1	0	0	5	26	0	1	10	1	6	1	4	4	4	3	1	3	0	0	1	0	1	0	0	0	0	0	0	13	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1957	1545	446	462	322	173	58	0	187	6	193	0	3	1	11	0	3	15	69	33	83	35	54	0	36	24	2	8	5	0	1	0	28	7	0	14	0	14	5	3	8	0	0	10	62	0	9	0	0	2	0	0	7	16	0	1	14	1	7	1	2	7	7	5	0	2	0	1	0	0	0	0	0	0	0	0	0	13	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1958	1457	553	404	324	189	41	5	126	5	193	0	10	1	18	0	5	8	79	38	40	48	38	0	52	16	1	4	2	0	2	0	28	11	0	14	0	21	5	3	7	0	0	6	68	0	4	0	0	1	0	0	4	9	0	2	19	0	8	1	1	7	3	2	1	1	0	1	1	1	0	0	0	1	1	0	0	9	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1959	1784	543	578	726	292	55	155	93	5	219	0	12	3	11	0	11	17	73	35	106	59	52	0	60	28	2	8	10	1	1	0	38	9	0	26	0	13	3	2	9	0	0	7	54	0	3	1	0	2	0	0	8	21	0	1	19	8	9	1	2	7	9	5	0	1	0	4	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1960	1783	685	583	791	297	78	294	177	7	243	0	24	5	12	0	29	17	121	38	52	93	64	0	82	27	0	2	16	4	3	0	41	13	0	26	0	10	12	2	8	0	0	19	77	0	7	0	0	1	0	0	7	24	0	1	31	3	6	1	2	8	7	3	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	1	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1961	1888	655	778	539	338	188	480	139	7	203	1	16	4	16	0	27	16	191	30	33	121	38	0	126	24	0	16	18	2	3	7	38	19	2	79	0	17	7	2	4	0	0	9	47	0	6	0	0	1	0	0	5	10	0	2	28	4	10	1	2	11	6	6	1	0	0	8	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1962	1755	677	820	910	251	170	423	94	9	267	2	16	13	15	0	34	12	190	44	41	91	47	1	124	24	1	12	15	2	1	3	37	11	0	54	0	17	12	3	9	0	0	14	66	0	3	0	0	1	0	0	9	32	0	2	26	13	11	1	3	7	9	2	1	1	0	7	0	0	1	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1963	1512	731	818	660	257	210	284	239	6	379	3	20	14	30	0	38	22	265	44	30	126	49	0	136	40	5	17	30	1	1	8	44	46	0	57	0	22	8	2	8	0	0	11	59	0	6	0	0	2	0	0	5	25	0	1	24	9	12	1	6	10	5	3	1	1	1	3	1	0	2	0	0	0	1	0	0	13	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1964	1583	839	850	2055	410	220	357	126	6	379	0	21	15	21	0	16	15	317	59	112	135	48	2	185	28	1	8	20	2	3	2	45	25	0	32	0	24	19	5	10	0	0	10	54	0	8	0	0	1	0	0	9	20	0	1	23	8	22	1	2	9	6	3	1	0	0	5	0	0	4	0	0	0	0	0	0	11	4	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1965	1486	813	759	1302	465	244	378	108	3	323	0	20	24	28	2	17	43	336	52	65	142	63	1	200	32	3	12	8	1	2	12	49	16	0	61	0	19	15	3	8	1	0	15	46	0	4	0	0	1	0	0	4	73	0	1	25	10	8	2	6	8	6	6	1	0	4	6	2	0	6	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1966	1066	855	841	1278	467	416	337	102	8	344	4	30	21	23	7	36	53	313	96	46	243	51	2	188	37	6	20	7	3	4	15	42	18	0	102	1	22	15	3	11	0	0	13	49	0	5	1	0	3	0	0	11	32	0	1	23	10	14	2	6	14	6	3	1	0	1	8	1	0	5	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
