Year	Y	I	A	C	D	NAS	HE	GA	L	S	TD	EP	J	ED	PREX	FS	T	HH	E	SI	LC	FEM	PR	ITC	TC	SBA	VA	GS	CR	PM	JU	NS	AE	NF	W	CS	P	FT	ER	FR	PE	GP	IC	AA	SSA	PRVP	HS	N	SE	CSA	CC	NMB	FE	LR	MS	AC	NCU	IA	FP	FW	CAB	RR	FCA	NC	NA	M	FHL	FAA	MC	FMC	FA	PHE	LGA	DC	PL	F	FL	ID	B	U	SS	CZ	OP	NHA	OED	ONR	AR	MN	LGL	CNF	UNI	AG	NASA	FM	PA	GB	ES	ICA	OYR	OH	FCD	SB	OAU	OD	II	Z	G	CA	PAT	FO	H	OT	OGA	PGA	CI	RNB	FF	OHW	WA	CNG	SCP	EG	OSU	OEP	OAE	STT	CIW	SQ	PTR	PCA	PAG	NAT	UA	AS	WY	ADR	HGY	LGH	X	MA	TA	TS	GAO	FTZ	FC	RL	PAC	PPW	EC	EB	PVRP	JA	DT	WHO	JUL	NMC	TF	OAG	OIE	OUC	OHU	OCM	OTP	PYH	PCO	RP	STH	CNW	EV	OYY	RS	UF	OL	WT	OYC	ATC	OAD	VB
1975	3692	730	1308	1668	415	286	634	276	446	121	176	165	126	52	75	19	109	68	30	66	129	0	40	3	39	9	6	34	36	11	34	46	24	15	1	40	1	22	94	10	0	15	47	9	11	0	5	1	21	2	59	2	10	20	0	6	8	3	17	0	7	3	9	1	1	0	3	0	0	4	6	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0	0	1	0	0	0	0	6	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1976	4356	836	1774	2334	433	506	1021	294	486	219	280	697	219	51	153	22	173	107	17	60	131	2	46	7	46	7	18	40	34	12	41	53	27	16	1	62	4	26	161	12	2	30	56	23	5	0	2	0	18	3	52	4	28	19	0	19	10	6	16	0	10	2	85	1	2	0	4	0	0	1	0	0	0	0	0	0	0	0	0	1	0	4	3	0	0	0	0	0	0	0	0	0	5	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1977	4416	774	1891	2301	533	573	960	227	465	151	520	370	231	46	131	24	150	179	91	51	328	4	44	3	36	18	18	46	103	24	47	67	30	25	1	51	7	22	78	9	0	28	63	6	6	0	0	0	19	11	38	3	32	16	0	10	10	4	144	0	29	3	5	0	7	0	10	0	0	1	1	2	0	2	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1978	4386	810	1740	2156	444	445	1145	154	499	196	439	489	228	60	107	18	165	185	245	45	183	9	46	8	60	7	17	57	43	31	67	55	39	20	1	33	37	38	10	11	0	33	45	10	3	0	0	0	20	12	18	5	15	15	0	10	7	2	3	0	30	4	4	0	5	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1979	4240	935	1818	2449	482	450	1096	120	456	233	321	519	312	71	145	51	126	171	295	52	147	346	71	4	57	18	8	49	85	77	53	46	34	11	1	9	24	37	9	10	1	33	36	6	13	0	2	0	23	51	35	9	5	15	0	11	10	2	3	0	37	3	4	0	2	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	6	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1980	4684	1042	2023	2692	510	423	833	111	598	326	427	682	303	223	187	11	267	199	328	49	204	239	114	7	55	40	24	89	77	53	75	56	48	11	2	4	48	38	2	8	5	23	25	43	7	0	1	0	112	57	57	6	7	7	8	15	7	2	1	0	48	4	2	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	6	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
1981	4022	1769	1970	2113	668	419	792	116	397	274	294	266	211	210	344	112	177	41	203	71	178	123	53	73	5	8	20	90	82	51	71	44	51	16	0	4	33	20	7	11	11	20	31	4	8	0	1	1	29	6	38	6	8	13	11	6	2	2	1	0	46	1	2	2	0	0	13	1	0	2	2	1	0	0	2	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	9	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1982	3987	1406	1461	1608	656	460	654	93	440	264	305	41	175	191	146	4	171	42	208	49	182	37	76	85	12	59	16	63	112	47	155	64	31	12	3	3	21	29	7	9	8	76	13	18	7	0	1	0	21	0	43	7	6	16	16	15	2	2	2	0	41	2	3	0	0	0	15	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	5	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1983	3288	1944	1474	2749	824	352	547	114	492	311	226	68	190	178	88	9	142	51	181	77	172	62	150	139	7	15	28	59	97	49	65	54	43	10	0	2	28	19	4	10	11	24	12	6	6	0	1	0	24	0	17	3	8	11	8	6	0	7	1	0	37	3	2	0	0	0	13	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
1984	4095	2055	1625	2975	792	357	693	132	636	413	231	109	285	240	131	11	236	32	137	62	150	54	83	162	6	61	86	65	35	30	66	55	48	19	0	2	27	27	4	15	64	24	16	8	6	0	0	1	29	0	33	8	5	18	3	5	0	12	2	0	194	1	0	0	2	0	13	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1985	3083	1224	1961	2522	923	257	728	204	613	544	312	103	201	222	105	8	190	40	163	58	177	31	63	109	11	13	94	80	20	39	87	72	68	30	0	2	74	13	4	15	30	24	14	9	7	0	2	1	27	0	17	3	7	17	6	14	3	14	3	1	0	1	3	0	1	0	10	0	0	4	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
1986	3987	1088	1824	2217	654	191	727	252	652	472	154	51	206	242	122	5	216	14	159	63	171	18	89	69	2	36	70	68	18	29	43	66	69	22	0	3	60	23	4	18	15	29	496	6	8	2	1	1	33	0	510	3	7	24	2	13	1	7	1	0	0	1	5	0	0	0	7	0	0	1	0	1	2	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
1987	3707	1260	1426	2522	936	244	755	357	857	410	132	42	172	242	144	5	172	43	125	66	149	7	64	76	12	45	55	65	3	21	56	74	57	30	0	2	37	11	6	19	8	25	13	4	10	0	3	1	35	0	47	1	7	11	6	6	3	9	2	0	0	0	11	0	0	0	6	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0
1988	4921	1119	1270	2214	750	283	586	377	978	329	161	45	258	204	169	0	244	27	99	73	164	0	61	51	7	41	52	62	3	26	56	93	59	40	0	3	31	5	5	17	10	28	20	7	7	0	2	1	47	0	32	1	7	9	6	11	3	10	3	0	0	0	13	0	0	0	14	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1989	3700	1166	1417	2487	662	182	559	420	1104	623	147	131	152	216	204	7	263	19	129	36	170	0	45	46	14	96	114	71	7	42	52	77	106	26	0	1	31	14	4	10	7	20	13	5	9	0	3	0	40	0	63	0	7	12	5	8	2	11	7	0	0	3	2	0	0	0	14	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
1990	4142	1160	2014	1945	1043	190	525	548	1015	287	182	187	182	286	216	10	286	30	126	34	143	6	42	67	80	32	77	54	17	43	68	67	69	34	0	0	20	11	0	15	5	26	14	14	9	0	10	0	35	0	43	1	6	10	4	10	2	12	1	0	0	13	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	3025	1015	1237	1865	1149	211	465	504	1158	197	142	154	159	327	228	7	237	91	116	45	138	6	54	82	37	35	65	52	3	34	61	57	61	22	0	0	24	10	0	23	1	33	9	7	11	0	13	0	32	0	52	1	7	10	3	0	2	14	2	0	0	6	3	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1992	3395	814	1112	1826	1186	207	644	902	866	211	200	126	213	354	349	1	218	62	105	41	143	5	80	25	2	66	40	48	6	39	50	71	60	32	0	0	52	15	0	17	0	54	11	8	9	0	9	1	53	0	31	1	8	16	3	8	3	39	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1993	2588	772	1018	2293	711	84	588	628	822	185	177	93	230	287	260	0	212	51	98	37	118	3	140	22	3	20	30	48	8	29	62	63	85	34	0	0	13	10	0	17	2	21	12	16	8	33	10	0	45	0	26	0	7	7	3	4	1	3	0	0	0	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1994	3154	547	821	1536	610	75	553	269	701	279	162	93	233	265	226	0	220	64	108	24	110	2	54	41	3	10	18	48	3	39	34	60	65	44	0	0	11	12	0	18	0	26	2	2	12	35	16	1	71	0	39	1	9	7	1	5	0	6	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1995	2702	732	778	1537	509	560	633	238	666	175	199	152	215	335	320	2	231	81	115	34	103	3	52	30	2	11	13	41	7	38	39	57	67	32	0	0	10	14	0	16	1	15	1422	0	22	15	19	1	77	0	61	1	7	17	3	8	0	2	0	0	0	3	4	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
1996	2435	999	550	1482	412	40	731	178	657	140	222	43	270	329	312	1	219	149	51	24	103	5	58	18	2	10	18	47	9	8	45	124	65	40	0	0	10	25	0	18	8	24	0	0	23	14	18	0	70	0	107	2	8	13	2	6	1	4	0	0	0	2	5	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997	2722	719	749	1471	439	29	601	282	612	120	190	68	391	476	214	5	230	89	50	28	104	8	68	21	2	2	23	41	8	35	60	43	59	24	0	0	7	16	0	26	13	20	1	0	39	21	20	0	65	0	108	2	5	19	1	0	1	4	0	0	0	5	4	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	2826	634	536	881	428	30	670	299	609	145	149	75	273	422	169	0	210	106	40	29	76	10	69	25	2	18	8	39	10	30	58	39	56	22	0	0	9	36	0	22	2	17	0	0	23	4	19	0	53	0	98	1	5	338	4	7	2	6	0	0	0	3	6	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
1999	2819	12848	864	1953	429	71	567	252	650	230	182	93	219	413	235	3	239	126	55	372	114	69	70	17	2	24	5	45	13	20	43	13	46	34	0	4	24	237	0	22	2	27	0	6	37	4	18	0	77	0	91	5	8	16	2	3	4	1	0	1	0	5	3	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	3	2	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
2000	3048	599	502	686	396	26	539	77	538	84	103	48	319	314	151	2	201	31	33	13	72	31	58	15	1	31	12	27	21	13	64	20	41	32	0	0	12	4	0	25	1	18	0	0	41	3	21	1	68	0	92	2	10	12	1	3	6	2	0	0	0	3	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
2001	2280	472	420	558	286	16	263	31	433	27	107	20	160	132	146	0	189	12	9	18	58	23	35	12	0	11	6	39	3	11	46	24	40	10	0	0	3	3	0	15	0	21	0	0	19	0	23	0	15	0	84	1	3	65	7	0	2	1	0	0	0	3	2	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
2002	2677	449	391	547	234	21	238	28	395	25	76	36	117	137	125	1	151	13	10	17	59	29	41	9	0	12	9	23	12	6	41	21	34	6	0	0	4	5	0	15	5	12	0	0	26	0	25	1	18	0	71	1	0	5	0	0	3	3	0	0	0	7	1	4	0	0	0	0	0	0	0	1	0	0	0	0	0	2	3	0	0	0	0	0	2	3	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	3211	630	367	529	231	17	195	9	410	16	63	27	82	88	90	0	167	19	10	16	70	10	46	7	1	1	12	211	0	5	37	32	220	10	0	0	3	2	0	21	0	11	0	0	19	0	48	0	16	0	60	2	0	17	3	0	1	1	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	2606	419	674	305	207	14	147	8	290	13	41	15	69	61	75	0	91	15	5	9	44	0	24	4	0	0	9	230	0	4	236	8	240	7	0	0	0	2	0	44	1	33	0	0	17	0	13	0	20	0	35	0	0	19	1	0	0	4	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	2165	192	263	220	154	7	132	9	274	5	23	3	26	43	39	0	37	2	4	6	48	3	44	13	0	0	4	185	0	3	22	0	194	8	0	0	2	2	0	562	3	2	0	0	10	0	16	0	9	0	43	0	0	19	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2006	2714	134	264	248	149	2	133	1	235	16	11	14	30	44	47	0	38	10	24	5	44	0	27	13	0	0	7	189	0	1	29	2	206	4	0	0	0	0	0	16	5	5	0	0	18	0	9	0	15	0	37	0	18	16	1	0	1	4	0	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	2431	130	201	294	298	5	141	2	1708	8	25	7	26	36	49	0	41	6	8	5	50	0	33	9	0	0	13	18	2	0	24	0	32	12	0	0	0	1	0	33	0	3	0	0	9	0	7	0	11	0	49	0	0	22	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2008	1911	124	125	209	167	7	66	0	22	22	33	4	21	31	54	0	38	0	3	3	15	0	18	8	0	0	14	11	2	0	14	0	27	5	0	0	0	0	0	63	191	6	0	0	6	0	8	0	22	0	59	0	0	8	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2009	2654	241	85	170	173	4	164	0	15	11	26	0	22	8	35	0	14	0	3	10	26	3	15	8	1	0	5	472	0	2	21	0	485	4	0	0	0	0	0	22	1	3	0	0	5	1	12	0	16	0	55	0	0	10	0	0	1	20	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010	1808	72	51	79	120	11	91	0	5	7	14	0	23	11	19	0	9	0	1	8	31	0	13	4	0	1	5	3	2	0	23	0	20	3	0	0	0	0	0	1	0	9	0	0	5	0	5	0	12	0	74	0	0	9	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2011	366	35	32	26	87	4	32	0	6	3	11	0	12	15	13	0	2	1	3	6	11	0	11	3	0	0	1	2	0	0	9	0	6	3	0	0	0	0	0	1	0	1	0	0	6	0	2	0	8	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
