Year	Y	A	I	C	D	NAS	HE	S	GA	L	EP	TD	J	ED	PREX	HH	FS	E	T	SI	LC	AE	FEM	PR	ITC	GS	TC	SBA	VA	CR	PM	JU	NS	NF	W	ER	CS	P	FT	FR	FW	PE	GP	AA	IC	SSA	HS	PRVP	N	SE	CC	CSA	NMB	FE	MS	LR	AC	NCU	IA	FP	CAB	RR	FCA	NC	NA	M	FAA	FHL	MC	FMC	LGA	FA	DC	CZ	FL	ID	B	SS	OP	PA	AR	NHA	FM	NASA	F	CNF	Z	X	FCD	GB	ES	ICA	RNB	CA	FO	FF	SB	H	G	II	U	OAG	WT	WHO	PCO	OCM	PL	RP	AS	SQ	WA	RS	WY	TA	TS	GAO	FTZ	FC	RL	PAC	EC	EB	PVRP	JA	DT	JUL	VB	NMC	TF
1943	348	169	304	175	29	0	16	70	4	107	0	3	4	0	3	0	61	0	52	38	19	8	0	79	0	3	3	0	0	0	0	30	0	0	43	0	7	0	6	2	9	0	5	0	33	2	1	0	9	24	6	0	4	0	0	45	0	1	0	1	2	2	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1944	425	180	280	78	67	0	36	97	4	102	0	7	3	0	5	0	73	0	43	16	11	10	0	21	0	4	4	0	0	0	0	19	0	0	42	0	6	0	6	1	0	0	7	0	33	11	0	0	11	20	2	0	3	0	0	28	0	1	0	0	2	3	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1945	388	189	244	300	60	0	24	129	3	82	0	2	4	0	6	0	27	0	20	18	34	18	0	35	0	8	7	0	0	0	0	35	0	0	67	0	3	0	5	5	2	0	5	0	39	5	0	0	5	18	9	0	14	0	0	38	2	1	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1946	601	195	683	201	58	0	23	167	5	147	0	3	3	0	6	0	65	0	30	31	38	20	0	56	0	9	3	0	0	0	0	24	0	0	45	0	10	0	3	1	1	0	4	0	42	5	0	0	7	15	3	0	14	0	0	33	0	1	0	1	3	4	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1947	864	171	777	266	45	0	21	156	3	103	0	9	29	0	9	1	25	0	32	30	11	34	0	11	0	17	7	0	5	0	1	32	0	0	36	0	13	0	6	4	2	0	12	0	15	6	0	0	4	10	10	0	8	0	0	26	0	1	0	3	5	2	3	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1948	826	188	1794	264	62	0	22	166	4	163	0	3	4	0	4	0	21	0	42	28	23	41	0	10	0	21	2	0	0	0	0	26	0	0	13	4	9	0	4	6	1	0	4	0	46	8	1	0	2	7	10	0	12	0	0	42	0	1	0	3	2	4	3	0	0	17	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1949	1350	295	919	459	54	0	30	161	5	158	0	4	10	0	4	4	50	0	29	15	16	53	1	11	0	39	17	0	0	0	1	33	0	0	167	8	16	1	8	4	4	0	3	0	39	4	0	0	94	6	8	0	10	0	0	48	0	1	0	6	2	4	5	0	1	6	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1950	1381	238	667	287	86	1	30	111	6	158	0	8	9	0	2	1	103	1	28	19	29	23	0	27	0	13	2	0	0	0	1	30	0	0	34	10	16	1	3	5	0	0	8	0	48	4	0	0	1	10	8	0	6	0	0	25	0	1	0	6	3	2	2	1	0	9	1	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
1951	1338	253	437	271	133	0	17	195	6	142	0	2	9	0	8	3	64	0	24	24	17	14	0	32	0	19	0	0	1	0	1	26	1	0	42	10	17	0	3	5	0	0	2	0	57	3	0	0	2	5	13	0	1	0	0	32	0	1	0	3	4	3	5	0	1	41	0	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0
1952	1233	255	576	527	83	1	17	190	4	152	0	6	11	0	8	2	77	0	20	20	24	19	0	19	0	19	0	1	0	0	3	32	1	0	5	8	23	0	5	5	0	0	3	0	32	2	1	0	1	6	12	0	2	0	0	30	0	1	0	25	2	5	2	0	0	4	0	0	0	1	0	0	2	13	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1953	1259	302	572	278	129	0	23	105	5	224	0	2	9	0	7	3	57	0	41	28	23	27	0	18	1	26	3	2	0	0	3	29	1	0	3	8	17	1	3	6	0	0	3	0	43	3	0	0	2	6	18	0	2	0	0	25	0	1	0	3	6	4	4	0	0	4	1	0	0	0	0	0	1	14	0	0	0	0	0	0	0	0	3	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1954	1405	239	542	370	113	0	24	175	4	207	2	5	15	0	7	5	56	0	26	26	73	34	0	12	1	34	5	5	0	0	3	28	1	0	3	8	13	1	4	5	0	0	4	0	34	2	0	0	1	9	22	0	1	0	0	20	0	1	1	4	3	2	3	0	2	3	0	1	0	0	0	1	0	14	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1955	1668	316	438	348	145	0	35	164	6	153	0	5	11	0	15	8	127	0	21	48	30	32	0	22	2	28	7	2	0	0	2	24	8	0	2	10	27	3	6	6	1	0	4	0	58	2	0	0	2	2	16	0	1	0	0	25	0	1	2	2	11	5	7	0	1	5	0	1	0	0	0	0	1	17	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1956	1439	472	710	350	159	0	38	104	6	196	0	9	14	0	6	1	42	0	27	39	34	37	0	17	2	29	7	3	0	0	2	27	6	0	3	12	23	1	4	5	0	0	6	0	33	7	1	0	1	4	26	0	1	0	0	10	1	1	4	3	4	3	4	0	0	3	0	1	0	1	0	0	1	13	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1957	1344	373	442	262	150	0	48	180	6	186	0	2	10	0	13	0	61	2	28	51	49	33	0	22	1	27	4	2	0	0	1	28	6	0	3	12	14	1	5	6	0	0	6	0	60	9	0	0	2	7	16	0	1	0	0	13	1	1	1	7	7	5	5	0	0	2	1	0	0	0	0	0	2	13	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1958	1289	476	395	262	144	5	32	109	5	187	0	10	16	0	7	1	73	3	35	34	31	40	0	16	1	39	4	2	0	0	2	28	8	0	3	12	20	2	5	7	0	0	6	0	66	4	0	0	1	3	9	0	2	0	0	17	0	1	1	5	7	2	3	0	1	1	1	1	1	0	0	1	0	8	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1959	1544	463	556	471	185	155	43	85	5	213	0	11	10	0	14	2	59	11	31	51	90	47	0	24	1	44	4	9	1	0	1	38	6	0	2	23	13	1	3	7	0	0	7	0	53	3	1	0	2	8	21	0	1	0	0	15	6	1	2	7	7	4	7	0	0	1	2	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1960	1551	588	562	727	187	294	57	159	6	217	0	21	11	0	15	3	112	27	34	64	44	67	0	27	0	63	2	16	1	0	4	40	7	0	3	23	9	1	11	6	0	0	18	0	75	5	0	0	1	7	24	0	1	0	0	28	3	1	2	5	8	3	7	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1961	1632	596	760	423	182	479	166	129	7	197	2	15	15	0	14	2	184	21	24	34	24	93	0	24	0	91	16	18	2	7	4	36	14	0	5	69	17	1	7	4	0	0	9	0	44	5	0	0	1	5	10	0	2	0	0	20	4	1	2	8	11	5	5	0	1	0	8	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1962	1508	639	791	827	152	423	149	87	9	257	3	17	13	0	11	8	178	33	40	45	27	91	0	23	0	91	9	15	1	3	1	35	5	0	3	47	16	2	11	7	0	0	14	0	62	2	0	0	1	7	32	0	2	0	0	20	12	1	3	9	7	2	6	0	1	1	7	0	0	1	0	0	3	6	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1963	1246	696	789	570	172	271	189	213	6	362	2	19	26	0	21	12	249	35	41	48	19	100	0	40	4	99	14	29	1	7	1	41	39	0	2	49	20	1	7	6	0	0	11	0	54	5	0	0	2	5	25	0	1	0	0	19	8	1	5	9	10	2	4	1	1	1	2	1	0	2	0	1	0	13	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1964	1308	769	820	1653	219	324	204	110	6	350	0	18	20	0	13	10	297	15	51	45	100	103	1	21	1	113	8	19	1	1	4	40	16	0	2	30	23	4	19	9	0	0	10	0	53	6	0	0	1	8	20	0	1	0	0	21	8	1	2	18	9	3	3	0	1	0	4	0	0	4	0	0	4	11	0	0	0	0	0	0	0	0	3	0	2	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1965	1240	747	705	1139	264	319	228	99	3	301	0	20	25	2	42	18	313	14	48	59	54	92	1	32	3	100	12	8	1	11	2	48	12	0	2	56	18	3	15	8	1	0	15	0	45	3	0	0	1	3	71	0	1	0	0	22	8	2	5	7	8	6	4	4	1	0	3	2	0	6	0	0	1	6	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1966	864	784	778	1132	229	250	390	93	8	324	3	30	20	7	50	16	290	35	68	48	39	89	1	31	4	90	14	6	2	15	5	40	12	1	1	95	20	3	14	11	0	0	13	0	48	4	1	0	3	10	32	0	1	0	0	23	9	2	5	11	12	3	4	1	1	0	7	1	0	5	0	0	2	5	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1967	836	801	809	929	270	341	297	89	5	325	2	21	22	21	67	12	258	14	61	63	167	81	1	56	3	90	20	8	2	15	4	47	15	2	0	51	19	3	17	7	0	0	14	6	50	8	0	0	0	7	47	0	1	0	0	17	8	2	10	11	10	2	5	6	1	0	3	1	0	7	0	0	1	7	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1968	683	843	959	1597	263	399	299	286	6	324	5	46	23	24	108	21	282	19	57	563	54	80	1	70	5	89	25	4	2	17	5	48	27	5	1	57	22	2	12	10	1	0	15	14	37	3	0	0	0	5	43	0	1	0	0	17	6	2	4	15	10	3	5	0	1	0	1	2	0	5	0	0	3	5	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1969	955	793	825	1258	268	557	347	113	10	323	6	43	27	31	95	37	336	13	37	49	138	127	1	65	5	140	20	6	4	15	4	239	22	3	0	54	30	1	10	7	0	0	16	12	39	9	0	0	0	8	46	0	3	0	0	24	9	3	5	11	12	6	5	0	2	18	2	28	0	4	0	0	1	6	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1970	915	828	1224	1596	239	340	431	105	5	356	44	63	36	20	86	31	67	11	40	48	87	136	0	56	2	138	20	5	6	22	6	35	13	5	1	52	29	5	19	13	0	0	17	13	25	2	1	0	1	8	58	0	3	0	0	21	9	6	4	9	12	3	3	0	2	0	3	4	0	5	0	0	1	5	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1971	1074	974	1226	1400	336	344	452	119	26	318	207	106	50	25	137	51	63	9	50	520	50	162	0	60	4	176	74	5	8	24	5	51	17	1	1	84	35	3	19	12	0	0	13	21	32	6	0	0	1	9	50	0	2	0	0	19	5	4	3	11	6	5	4	0	2	0	4	3	0	5	0	0	1	5	0	0	0	0	0	0	0	0	6	0	0	0	0	7	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1972	1134	998	837	1986	344	207	458	120	71	373	181	100	114	23	112	42	50	11	58	45	296	154	4	64	2	174	42	7	15	20	5	45	29	6	1	61	37	1	15	11	0	0	14	13	47	3	0	0	1	14	52	0	2	0	0	19	5	8	1	12	8	2	5	1	1	0	4	3	0	4	0	0	2	5	0	0	0	0	0	0	0	0	4	1	0	0	0	18	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1973	2218	1005	774	1759	330	109	460	123	92	306	146	80	101	27	98	98	59	11	73	38	94	154	2	54	2	159	55	7	6	22	7	48	19	14	1	63	40	2	6	12	0	0	14	11	23	8	1	0	1	44	56	7	1	0	0	23	5	5	3	14	9	5	6	0	0	0	3	3	0	5	0	0	3	4	1	0	0	0	1	0	0	0	2	0	0	0	0	21	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1974	2502	1068	908	1579	334	290	483	109	99	450	158	125	92	28	86	47	28	23	84	57	305	162	3	48	1	184	55	3	1	22	7	42	29	18	1	121	35	3	17	13	0	0	13	9	69	7	1	0	0	20	54	1	2	3	0	19	7	6	2	18	10	0	8	1	1	0	3	4	0	4	0	0	0	6	0	0	0	0	2	0	0	0	4	3	0	0	0	18	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1975	3828	1379	766	1777	445	286	668	137	279	460	177	186	131	52	81	72	19	39	118	70	127	169	0	45	3	177	40	9	6	36	11	45	48	15	1	129	41	1	22	11	0	0	15	9	48	11	5	0	1	22	59	2	3	13	0	20	7	8	3	19	7	3	9	1	1	0	1	3	0	6	0	6	0	7	0	0	0	0	1	0	0	0	3	6	0	0	0	25	0	0	0	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5
1976	4580	1826	899	2485	469	507	1075	297	296	495	718	288	219	61	163	159	23	49	177	63	139	193	2	55	7	196	47	8	18	35	12	46	53	17	1	205	64	5	30	14	0	2	30	25	60	7	2	0	0	18	54	3	5	30	0	19	21	11	6	16	10	3	85	1	2	0	0	4	0	2	0	0	0	6	0	0	0	0	3	0	0	0	2	5	0	0	0	11	0	0	0	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1977	4651	2018	821	2396	558	580	996	266	232	477	392	528	244	52	136	393	23	154	162	54	333	176	4	47	3	192	37	18	18	107	24	52	70	27	1	90	52	7	22	10	0	0	32	6	65	6	0	0	0	19	38	11	4	40	0	16	11	11	4	144	30	4	5	0	7	0	0	10	0	2	0	1	2	4	0	0	0	0	0	0	0	0	3	6	0	0	0	19	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1978	4577	1812	862	2267	483	454	1185	237	166	512	517	449	236	70	113	395	18	332	169	46	195	204	14	52	8	215	60	11	17	44	31	68	57	20	1	10	35	39	38	13	0	0	37	11	46	3	0	0	0	21	18	12	5	15	0	15	11	8	2	5	30	4	4	0	5	0	0	7	0	4	0	0	0	6	0	0	0	0	0	0	0	0	3	7	0	0	0	5	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1979	4406	1891	979	2540	503	465	1147	357	122	475	555	336	320	72	150	340	52	353	131	57	160	217	346	77	5	216	59	22	8	83	78	56	48	13	1	9	10	24	37	11	0	1	41	6	41	13	2	0	0	23	37	51	10	5	0	15	13	10	2	3	37	3	4	0	2	0	1	6	0	3	0	0	0	8	0	0	0	0	1	0	0	0	3	6	0	0	0	15	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1980	4900	2250	1093	2773	536	445	872	423	112	613	716	436	307	233	197	205	11	462	271	51	258	271	238	126	7	351	55	40	24	80	56	77	56	12	2	2	4	48	38	9	0	5	37	43	28	7	3	0	0	112	57	57	7	11	8	8	19	7	2	1	48	4	2	0	0	0	0	15	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	6	0	0	0	12	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1981	4260	2074	2337	2190	694	432	821	380	117	400	270	300	217	213	355	40	112	244	185	73	191	443	124	56	73	498	5	8	20	82	51	72	47	19	0	7	4	33	20	13	0	11	30	4	33	8	1	0	1	30	38	6	7	12	12	13	6	2	2	2	46	2	2	2	0	0	1	13	0	3	0	2	0	5	0	0	0	0	2	0	0	0	3	9	0	0	0	9	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1982	4194	1541	1443	1659	681	474	692	345	95	446	45	311	181	200	153	44	4	234	181	52	190	417	37	78	86	457	13	59	16	112	47	156	65	13	4	7	3	21	29	13	0	8	94	18	14	7	1	0	0	22	43	0	7	10	16	17	15	4	2	2	41	2	3	0	0	0	0	15	0	4	0	0	0	0	0	0	0	0	4	0	0	0	1	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1983	3408	1538	2277	2816	874	368	563	371	114	503	85	232	192	186	98	51	9	193	145	79	179	465	62	157	139	446	7	15	28	98	51	69	56	11	0	4	2	28	19	15	0	11	41	6	12	6	1	0	0	25	18	0	3	12	8	12	6	1	8	1	37	3	2	0	0	0	0	13	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1984	4323	1710	2313	3038	844	372	706	431	134	650	111	239	299	257	141	30	11	153	242	57	169	467	54	95	163	499	7	62	86	36	31	68	54	20	0	4	2	27	27	18	0	64	52	8	19	6	0	0	1	30	33	0	8	9	4	18	5	0	14	2	195	1	0	0	2	0	0	13	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1985	3168	2030	1264	2610	974	272	743	700	209	628	112	316	203	226	123	40	9	182	191	59	186	319	31	63	110	284	13	14	94	20	40	88	75	32	0	4	2	74	13	26	1	29	52	9	14	8	2	0	0	27	17	0	5	11	6	19	14	3	17	3	0	2	4	0	1	0	0	11	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1986	4158	1905	1122	2258	680	209	757	512	252	663	51	161	210	252	142	15	6	175	218	65	178	371	19	90	69	266	2	36	70	18	29	45	64	26	0	5	3	60	23	19	0	15	59	6	498	8	1	2	0	33	538	0	3	11	2	24	13	1	7	1	0	1	6	0	0	0	0	7	0	1	2	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
1987	3898	1486	1296	2578	983	260	784	426	361	862	43	136	173	248	165	43	5	146	173	68	156	364	7	64	77	270	13	46	55	4	21	61	77	31	0	6	2	42	11	23	0	4	55	4	15	11	4	0	0	35	59	0	1	11	6	13	6	3	10	2	0	1	12	0	0	0	0	7	0	5	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1988	5078	1323	1156	2301	790	304	603	359	378	990	51	165	268	216	198	28	0	117	254	76	170	352	0	64	51	275	7	41	52	3	26	61	93	44	0	5	3	31	5	18	0	8	37	8	21	8	3	0	0	48	37	0	1	12	6	9	11	3	10	3	0	1	14	0	0	0	0	14	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1989	3837	1494	1217	2583	670	202	579	700	433	1119	139	150	154	218	226	19	7	147	265	41	182	354	0	45	46	280	14	97	115	7	42	59	80	27	0	4	1	31	14	16	5	4	62	5	13	9	3	0	0	42	84	0	0	12	5	12	8	2	11	7	0	3	2	0	0	0	0	16	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1990	4262	2056	1221	2016	1060	213	541	337	559	1033	193	188	183	288	237	30	10	147	297	38	160	357	7	42	67	265	80	33	77	17	44	72	67	36	0	1	0	20	11	18	0	5	70	15	15	9	10	0	0	36	61	0	1	10	4	10	10	2	12	1	0	13	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1991	3142	1278	1097	1937	1171	238	485	293	516	1211	157	144	161	337	266	91	7	132	259	46	152	322	6	54	82	267	37	36	65	3	34	68	58	23	0	0	0	24	11	26	0	0	77	7	10	11	13	0	0	32	71	0	1	12	3	11	0	2	14	2	0	6	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1992	3497	1156	902	1876	1224	231	663	377	913	880	137	202	219	357	409	62	2	116	227	43	176	379	5	81	25	287	2	66	41	6	39	59	79	34	0	0	0	52	16	20	0	1	103	8	14	10	9	0	0	55	43	0	1	13	3	18	8	3	65	0	0	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1993	2656	1062	833	2363	734	91	612	464	631	859	97	178	239	299	374	51	0	113	215	41	127	387	3	144	22	282	3	21	30	8	31	67	65	34	0	0	0	13	11	21	0	1	73	16	14	8	11	33	0	45	35	0	0	13	3	7	4	1	3	0	0	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0
